IDX,Name,Origin,Type,Width,Height,Path
239,2036.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2036.jpg
240,2039.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2039.jpg
241,2040.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2040.jpg
242,2041.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2041.jpg
243,2042.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2042.jpg
244,2043.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2043.jpg
245,2044.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2044.jpg
246,2046.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2046.jpg
247,2047.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2047.jpg
248,2048.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2048.jpg
249,2049.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2049.jpg
250,2050.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2050.jpg
251,2052.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2052.jpg
252,2053.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2053.jpg
253,2060.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2060.jpg
254,2061.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2061.jpg
255,2062.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2062.jpg
256,2063.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2063.jpg
257,2110.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2110.jpg
258,2111.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2111.jpg
259,2112.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2112.jpg
260,2113.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2113.jpg
261,2114.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2114.jpg
262,2115.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2115.jpg
263,2116.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2116.jpg
264,2117.jpg,ORVS,RGB_Img,1024,1024,../data/cleaned/train/img/ORVS_2117.jpg
265,im0001.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0001.jpg
266,im0002.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0002.jpg
267,im0003.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0003.jpg
268,im0004.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0004.jpg
269,im0005.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0005.jpg
270,im0044.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0044.jpg
271,im0048.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0048.jpg
272,im0075.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0075.jpg
273,im0077.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0077.jpg
274,im0081.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0081.jpg
275,im0082.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0082.jpg
276,im0085.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0085.jpg
277,im0087.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0087.jpg
278,im0090.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0090.jpg
279,im0139.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0139.jpg
280,im0162.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0162.jpg
281,im0163.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0163.jpg
282,im0179.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0179.jpg
283,im0204.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0204.jpg
284,im0220.jpg,STARE,RGB_Img,1024,1024,../data/cleaned/train/img/STARE_im0220.jpg
285,10_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_10_L.jpg
286,10_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_10_R.jpg
287,11_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_11_L.jpg
288,11_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_11_R.jpg
289,13_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_13_L.jpg
290,13_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_13_R.jpg
291,14_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_14_L.jpg
292,14_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_14_R.jpg
293,15_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_15_L.jpg
294,15_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_15_R.jpg
295,16_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_16_L.jpg
296,16_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_16_R.jpg
297,17_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_17_L.jpg
298,17_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_17_R.jpg
299,19_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_19_R.jpg
300,1_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_1_L.jpg
301,1_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_1_R.jpg
302,20_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_20_L.jpg
303,20_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_20_R.jpg
304,22_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_22_L.jpg
305,22_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_22_R.jpg
306,23_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_23_R.jpg
307,24_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_24_L.jpg
308,2_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_2_L.jpg
309,2_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_2_R.jpg
310,3_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_3_L.jpg
311,3_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_3_R.jpg
312,4_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_4_L.jpg
313,4_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_4_R.jpg
314,5_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_5_L.jpg
315,5_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_5_R.jpg
316,6_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_6_R.jpg
317,7_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_7_L.jpg
318,8_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_8_L.jpg
319,8_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_8_R.jpg
320,9_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_9_R.jpg
321,N10C_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_N10C_L.jpg
322,N3C_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_N3C_R.jpg
323,N4C_L.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_N4C_L.jpg
324,N5C_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_N5C_R.jpg
325,N9C_R.jpg,TREND,RGB_Img,1024,1024,../data/cleaned/train/img/TREND_N9C_R.jpg
326,100_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_100_img.jpg
327,101_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_101_img.jpg
328,102_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_102_img.jpg
329,103_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_103_img.jpg
330,104_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_104_img.jpg
331,105_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_105_img.jpg
332,106_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_106_img.jpg
333,107_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_107_img.jpg
334,108_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_108_img.jpg
335,109_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_109_img.jpg
336,10_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_10_img.jpg
337,110_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_110_img.jpg
338,111_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_111_img.jpg
339,112_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_112_img.jpg
340,113_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_113_img.jpg
341,114_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_114_img.jpg
342,115_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_115_img.jpg
343,116_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_116_img.jpg
344,117_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_117_img.jpg
345,118_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_118_img.jpg
346,119_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_119_img.jpg
347,11_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_11_img.jpg
348,120_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_120_img.jpg
349,121_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_121_img.jpg
350,122_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_122_img.jpg
351,123_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_123_img.jpg
352,124_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_124_img.jpg
353,125_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_125_img.jpg
354,126_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_126_img.jpg
355,127_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_127_img.jpg
356,128_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_128_img.jpg
357,12_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_12_img.jpg
358,131_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_131_img.jpg
359,13_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_13_img.jpg
360,14_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_14_img.jpg
361,15_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_15_img.jpg
362,167_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_167_img.jpg
363,16_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_16_img.jpg
364,176_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_176_img.jpg
365,177_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_177_img.jpg
366,178_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_178_img.jpg
367,17_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_17_img.jpg
368,182_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_182_img.jpg
369,183_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_183_img.jpg
370,184_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_184_img.jpg
371,18_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_18_img.jpg
372,19_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_19_img.jpg
373,1_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_1_img.jpg
374,20_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_20_img.jpg
375,21_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_21_img.jpg
376,22_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_22_img.jpg
377,23_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_23_img.jpg
378,24_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_24_img.jpg
379,25_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_25_img.jpg
380,26_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_26_img.jpg
381,27_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_27_img.jpg
382,28_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_28_img.jpg
383,29_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_29_img.jpg
384,2_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_2_img.jpg
385,30_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_30_img.jpg
386,31_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_31_img.jpg
387,32_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_32_img.jpg
388,33_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_33_img.jpg
389,34_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_34_img.jpg
390,35_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_35_img.jpg
391,36_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_36_img.jpg
392,37_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_37_img.jpg
393,38_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_38_img.jpg
394,39_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_39_img.jpg
395,3_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_3_img.jpg
396,40_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_40_img.jpg
397,41_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_41_img.jpg
398,42_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_42_img.jpg
399,43_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_43_img.jpg
400,44_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_44_img.jpg
401,45_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_45_img.jpg
402,46_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_46_img.jpg
403,47_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_47_img.jpg
404,48_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_48_img.jpg
405,49_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_49_img.jpg
406,4_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_4_img.jpg
407,50_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_50_img.jpg
408,51_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_51_img.jpg
409,52_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_52_img.jpg
410,53_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_53_img.jpg
411,54_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_54_img.jpg
412,55_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_55_img.jpg
413,56_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_56_img.jpg
414,57_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_57_img.jpg
415,5_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_5_img.jpg
416,6_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_6_img.jpg
417,7_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_7_img.jpg
418,82_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_82_img.jpg
419,8_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_8_img.jpg
420,95_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_95_img.jpg
421,96_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_96_img.jpg
422,97_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_97_img.jpg
423,98_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_98_img.jpg
424,99_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_99_img.jpg
425,9_img.jpg,UoA-DR,RGB_Img,1024,1024,../data/cleaned/train/img/UoA-DR_9_img.jpg
